County,MedianHouseholdIncome,TotalPopulation,Male,Female,Age0_4,Age5_9,Age10_14,Age15_19,Age20_24,Age25_34,Age35_44,Age45_54,Age55_59,Age60_64,Age65_74,Age75_84,Age85,MedianAge,WhiteAlone,BlackAlone,AmericanIndianAlaskaNativeAlone,AsianAlone,NativeHawaiianPacificIslanderAlone,OtherRaceAlone,WhiteBlack,WhiteAmericanIndianAlaskaNative,WhiteAsian,BlackAmericanIndianAlaskaNative,White,Black,AmericanIndianAlaskaNative,Asian,NativeHawaiianPacificIslander,OtherRace,Hispanic,SimpsonDiversityIndex,Population25Plus,EdK8,Ed9_12,EdHS,EdCollNoDegree,EdAssocDegree,EdBachelorDegree,EdGraduateDegree,MedianHousingCosts,Married,Widowed,Divorced,Separated,NeverMarried,Uninsured,ForeignBorn,NonCitizen,Disability,MfgEmp1970,MfgEmp1980,MfgEmp1990,MfgEmp2001,MfgEmp2015,TotalEmp1970,TotalEmp1980,TotalEmp1990,TotalEmp2001,TotalEmp2015,WoodardAmericanNation,LandAreaSqMiles,Employment,LaborForce,Unemployment,TotalSSI,AgedSSI,BlindDisabledSSI,OASDI,SSIPayments,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,TotalReligiousAdherents,EvangelicalAdherents,CatholicAdherents,MormonAdherents,State,FoundryCounty,MexicanBorderCounty
01093,32299,30387,15004,15383,1568,1711,1939,1827,1692,3224,3822,4453,1743,2445,3459,1832,672,44.1,28448,1170,65,86,0,21,98,175,48,29,28949,1297,269,369,194,74,726,0.13444180467150957,21650,1497,3238,7471,5022,1924,1592,906,460,14497,2014,2718,680,5235,3520,515,35,7210,5179,6270,5728,4685,3235,10450,13108,13525,14283,13494,Greater Appalachia,742.292009992625,12181.0,13053.0,872.0,1069,40,1029,436,531000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",18828,16308,474,220,01,FALSE,FALSE
01095,38983,94318,46409,47909,6265,6464,6629,6174,5751,11591,12159,12573,5760,5864,8820,4478,1790,38.8,86785,1811,454,458,3,2901,585,777,196,40,88397,2575,1287,748,52,3149,11944,0.15375836650102492,63035,6109,8085,20104,13256,5003,6767,3711,626,39504,6147,9520,1424,18290,15828,7257,6217,16438,5682,9152,13223,12321,11095,20423,29151,40301,47072,50262,Greater Appalachia,565.8420183043276,39905.0,42238.0,2333.0,3144,179,2965,1247,1659000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",60942,43707,8382,609,01,FALSE,FALSE
01097,43809,414251,198216,216035,27650,27368,28012,28025,29997,55499,50285,55963,27507,25539,34106,17186,7114,37.0,248566,145175,2680,8148,0,2781,1938,2577,970,541,254572,148077,6075,9289,182,3233,10917,0.510886176500269,273199,11574,28656,89651,62574,20739,39950,20055,816,148387,23517,42728,9937,106653,57787,12735,6795,61814,22099,25715,23260,19328,20429,121223,167983,181716,215361,234127,Deep South,1229.3999829830523,174910.0,187806.0,12896.0,15281,921,14360,5195,8388000,Medium metro,Medium metro,Medium metro,253133,149286,32003,2366,01,FALSE,FALSE
01099,27257,22217,10639,11578,1338,1301,1725,1628,1312,2236,2607,3111,1729,1407,2167,1256,400,41.1,12315,9382,284,74,0,10,36,116,0,0,12467,9418,400,74,0,10,242,0.5117826129419698,14913,962,1895,6664,2380,1186,1200,626,506,8177,1428,1982,714,5552,3722,55,0,3112,2906,3939,4571,3702,1173,8111,9858,12777,12381,9180,Deep South,1025.6874120566915,6757.0,7428.0,671.0,980,54,926,377,526000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",14959,8597,100,305,01,FALSE,FALSE
01101,44369,228138,108296,119842,15578,15434,15020,16455,18115,32968,28590,29223,14409,12960,16424,9531,3431,35.2,88800,127961,495,5164,16,2310,998,454,558,114,91180,129727,1231,6393,132,3136,7791,0.5310857883205445,147536,7224,14380,38393,32077,9556,28400,17506,848,71932,11655,22581,5463,70475,28688,9711,6548,36125,9513,12512,13682,11967,14126,90762,115722,140934,166166,171848,Deep South,784.3634402413891,99902.0,106159.0,6257.0,9922,471,9451,3197,5519000,Medium metro,Medium metro,Medium metro,159955,69894,9480,1893,01,FALSE,FALSE
01103,45751,119786,58814,60972,7269,8012,7773,7468,7287,14922,15554,17500,8428,7241,10713,5538,2081,39.5,99051,14717,758,720,0,1817,742,1319,294,53,101504,15650,2176,1085,99,1955,9358,0.29608835815338697,81977,5034,9073,25383,18903,6112,11783,5689,650,49720,6578,13446,2999,23893,17416,5559,4639,19679,11246,12653,13965,13735,12178,34152,42606,53830,64583,63861,Greater Appalachia,579.3597313400634,53185.0,56346.0,3161.0,3322,148,3174,1199,1814000,Small metro,Small metro,Small metro,83260,59647,8380,759,01,FALSE,FALSE
01105,24537,10038,4651,5387,641,452,784,1010,1036,825,1077,1164,662,625,1068,475,219,36.3,3075,6829,4,44,0,16,44,0,26,0,3145,6873,4,70,0,16,93,0.440800670526419,6115,449,1103,2362,1022,369,440,370,509,2269,930,955,310,3697,1423,54,16,2499,1108,811,1198,NA,494,5196,4524,4408,3835,3703,Deep South,719.6635180564786,3271.0,3637.0,366.0,1068,75,993,376,626000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",5710,2905,NA,NA,01,FALSE,FALSE
01107,30330,19856,9657,10199,1085,1189,1213,1248,1282,2339,2226,2981,1367,1402,1984,1106,434,42.4,11155,8412,0,13,0,99,87,17,0,5,11287,8557,22,35,9,136,325,0.5007021513892287,13839,908,2042,5841,2806,873,928,441,490,7170,1506,2095,540,5042,2498,88,73,4680,2161,1910,1469,920,908,6687,7095,6514,6368,6194,Deep South,881.4302465694351,7728.0,8299.0,571.0,1242,97,1145,499,635000,Small metro,Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",13500,9795,74,NA,01,FALSE,FALSE
01109,32825,33155,15818,17337,1877,1948,1633,2811,5380,4190,3425,3663,1979,1690,2639,1521,399,31.3,19188,12665,265,708,0,7,86,78,30,27,19445,12827,435,793,14,17,289,0.5166370206459714,19506,964,2987,6604,3329,1060,2785,1777,601,11023,1551,2797,609,11716,3514,1064,889,5244,1930,2673,3118,2260,2638,10936,12737,14013,15530,19208,Deep South,672.1039390551703,14738.0,15775.0,1037.0,1629,91,1538,612,900000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",16755,10098,215,323,01,FALSE,FALSE
01111,36924,22648,11090,11558,1259,1350,1553,1499,1438,2109,2831,3144,1787,1400,2356,1328,594,42.8,17486,4520,58,38,50,111,204,83,35,3,17845,4759,144,82,73,139,668,0.35746370050031306,15549,1625,2149,5528,2764,1139,1472,872,557,9816,1627,2348,370,4326,3211,399,243,3742,2567,2589,2424,2006,1224,6493,7278,7901,8262,8004,Deep South,580.5494225171599,9041.0,9606.0,565.0,871,54,817,301,474000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",13134,9053,149,NA,01,FALSE,FALSE
01113,37049,58302,28347,29955,4504,4186,3764,3630,4046,9162,7338,7655,3788,2982,4243,2269,735,34.8,31032,24411,202,440,30,396,647,325,213,88,32642,25216,734,661,154,719,2824,0.5289628848240835,38172,2493,4260,12000,9348,3548,4070,2453,754,20219,3439,5777,1788,14580,9207,1396,625,10179,2153,3136,3461,3694,2774,11651,14024,16167,17568,20695,Deep South,641.15384867634,23444.0,24847.0,1403.0,1920,113,1807,644,1126000,Medium metro,Medium metro,Medium metro,36790,23650,1595,758,01,FALSE,FALSE
01115,51859,85864,43141,42723,5214,5195,6190,4892,5127,11062,12105,12343,5632,5489,7779,3840,996,39.8,75040,8134,371,719,0,786,336,301,121,0,75835,8491,697,855,4,817,1913,0.22507007325178774,59246,3082,6898,21048,13956,5032,5894,3336,751,38511,4571,9559,2078,14546,8867,1520,749,14721,1330,2255,2373,2510,3452,6124,9964,14545,21138,28496,Deep South,631.9045278270327,37144.0,39289.0,2145.0,2022,60,1962,741,1090000,Large fringe metro,Large fringe metro,Medium metro,39768,34066,1056,NA,01,FALSE,FALSE
01117,70187,203530,99134,104396,12493,14583,14283,13537,11508,26755,30038,29658,13199,12259,15623,7270,2324,37.9,165486,23940,551,4147,27,6783,797,626,496,30,167787,24918,1271,4919,246,7101,11902,0.3217547053825047,137126,3918,7889,29335,30087,10005,36952,18940,1087,93086,8433,17514,2270,40867,17872,11286,7511,22274,3295,5021,7722,8040,5793,12207,21651,37846,71204,120915,Deep South,785.3689514221908,104466.0,109404.0,4938.0,2583,157,2426,839,1413000,Large fringe metro,Large fringe metro,Medium metro,85708,61933,2883,1508,01,FALSE,FALSE
01119,19501,13341,5905,7436,647,752,774,1228,1812,1186,1327,1655,983,868,1105,731,273,36.7,3335,9665,52,226,0,23,34,0,0,0,3369,9705,52,226,0,29,53,0.41027019087578,8128,686,1076,3295,1315,430,797,529,510,3239,983,1094,458,5394,2530,196,184,2725,1022,1577,1509,706,371,5349,6435,6656,5726,5182,Deep South,903.8894246007147,4922.0,5316.0,394.0,1139,91,1048,437,628000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4970,2664,37,NA,01,FALSE,FALSE
01121,35155,81437,39494,41943,4608,4567,5794,5060,5294,9792,10744,11599,6000,5268,7637,3693,1381,40.9,52661,26023,284,368,0,612,623,423,176,15,53973,26746,783,572,49,803,1768,0.4721291620332595,56114,4101,7498,20386,12186,4570,4580,2793,596,31240,5118,8707,2526,18877,10011,1026,823,15046,10278,9723,8330,8367,9853,24998,27951,29498,32880,37611,Deep South,736.7771796503831,32735.0,35194.0,2459.0,4137,130,4007,1506,2211000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",44005,33499,1769,545,01,FALSE,FALSE
01123,39206,41153,19593,21560,2313,2402,2568,2539,2423,4434,4807,5779,3191,2918,4610,2226,943,42.8,28928,11404,146,15,0,340,150,120,18,0,29248,11554,274,41,0,364,1017,0.42513803292384444,28908,1588,4255,9945,5794,2315,3276,1735,587,17003,2879,4234,847,8942,4813,630,315,7127,8666,10433,9728,5696,2786,17102,19834,20624,19865,18614,Deep South,716.5205874085882,18085.0,19205.0,1120.0,1619,72,1547,604,908000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",28905,19714,894,158,01,FALSE,FALSE
01125,46565,200458,96781,103677,11942,11081,12154,17270,27051,28948,23132,23161,12240,10532,13135,6653,3159,31.9,132600,61307,333,2953,11,1261,700,612,285,128,134367,62216,1099,3328,166,1303,6446,0.4648649612556629,120960,4269,11450,36907,25925,7965,21230,13214,843,69583,9090,16363,3140,67269,20438,7038,4706,23353,10363,9153,10595,12495,14422,46034,57764,76332,96037,122154,Deep South,1321.677169248676,96495.0,102142.0,5647.0,6443,224,6219,2218,3584000,Small metro,Small metro,Small metro,104315,71803,3729,1246,01,FALSE,FALSE
01127,35843,65923,32013,33910,3888,3888,4239,4017,4105,7334,8196,9312,4644,4641,6871,3697,1091,42.4,60067,3801,42,246,0,377,599,542,44,67,61340,4546,714,328,37,415,1493,0.16652004099325102,45786,3208,6717,16705,10397,3805,2995,1959,520,27493,4420,7924,1671,12399,8800,868,638,16324,3406,2933,3414,1826,2160,17006,22070,25991,24471,25648,Greater Appalachia,791.193616391761,24312.0,26226.0,1914.0,3392,127,3265,1232,1870000,Large fringe metro,Large fringe metro,"With a city of 10,000 or more (nonmetropolitan)",43800,39118,523,512,01,FALSE,FALSE
01129,42811,16997,8490,8507,674,1022,1503,1348,942,1917,2004,2421,1251,1212,1621,846,236,40.9,11156,4224,1375,63,0,106,3,18,3,0,11180,4227,1442,67,0,154,214,0.5024879532192642,11508,676,1566,5310,1965,850,775,366,497,7230,952,1835,276,3491,2615,122,55,4095,2614,2758,2613,1658,1044,5422,6535,7146,6226,5861,Deep South,1080.206611045994,6334.0,6930.0,596.0,715,51,664,334,334000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10284,7391,30,NA,01,FALSE,FALSE
01131,23750,11235,5376,5859,641,779,861,870,685,1173,1259,1452,790,801,1095,573,256,40.2,3073,8092,4,0,0,66,0,0,0,0,3073,8092,4,0,0,66,66,0.4063930961501553,7399,517,1158,3058,1306,436,596,328,471,2973,815,1030,322,3823,1800,0,0,1947,1938,2048,1836,940,794,5640,5331,5396,4779,4369,Deep South,888.4982709162028,2504.0,2903.0,399.0,1455,80,1375,548,818000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",7124,3442,12,95,01,FALSE,FALSE
01133,33194,24130,11876,12254,1232,1277,1675,1389,1306,2603,2913,3559,1629,1855,2802,1441,449,43.9,23207,122,182,43,16,27,30,445,0,0,23740,152,627,43,16,85,667,0.07274873632946433,17251,1688,2730,5816,3651,1401,1179,786,481,10512,1935,2912,459,4149,3188,295,185,6144,4507,4568,4915,4361,2991,8698,10566,11935,13059,10735,Greater Appalachia,612.9792324318626,9029.0,9760.0,731.0,1013,82,931,423,510000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",14974,13499,223,135,01,FALSE,FALSE
02013,61518,3304,2198,1106,107,113,117,134,313,473,551,816,265,222,142,36,15,42.4,712,304,979,1009,0,123,0,67,16,0,810,308,1082,1048,51,155,398,0.7446279650591829,2520,263,199,993,556,155,306,48,803,1519,95,276,77,1000,1857,1491,1026,257,NA,NA,NA,NA,NA,NA,NA,1653,3125,2725,Far West,6981.959323776095,2153.0,2212.0,59.0,13,NA,NA,NA,5000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",741,134,NA,NA,02,FALSE,FALSE
02016,84306,5684,3393,2291,216,391,262,435,472,905,919,1022,386,376,260,32,8,36.8,1794,269,738,2112,5,301,2,92,108,6,2062,301,862,2282,176,353,623,0.7132129357717183,3908,298,329,1447,1055,203,403,173,1210,1955,217,607,164,1873,1333,2007,1212,356,NA,NA,1496,1575,2024,NA,NA,7514,3529,4224,Far West,4390.259529415313,3432.0,3565.0,133.0,17,NA,NA,NA,6000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1365,232,185,106,02,FALSE,FALSE
02020,78326,299107,153122,145985,22297,20345,20442,19904,26819,50385,38083,40418,20164,14767,16515,6699,2269,32.5,194254,17511,19745,26323,99,5226,3855,12415,4050,1485,219053,25376,36848,33965,9016,7389,25690,0.5338161219713307,189300,5671,7605,45700,51722,15762,39642,23198,1428,112583,8497,28087,3776,83316,44638,29359,12855,29178,1160,2101,2852,2422,2820,68019,114026,154402,181349,209239,Far West,1706.6070390819875,148016.0,156052.0,8036.0,5899,928,4971,1800,3168000,Medium metro,Medium metro,Small metro,102804,44678,22969,13867,02,FALSE,FALSE
02050,51012,17776,9351,8425,1882,1797,1653,1565,1435,2580,1951,2135,917,710,755,314,82,26.7,2136,142,14415,209,2,61,12,554,17,66,2733,221,15104,307,96,71,325,0.3135311324566594,9444,934,1053,4119,1933,305,714,386,663,4853,535,809,348,5886,4482,326,153,1711,NA,64,250,NA,NA,NA,3734,5926,7930,8861,First Nation,40570.12225854965,6222.0,7170.0,948.0,411,113,298,188,186000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",9011,501,3244,172,02,FALSE,FALSE
02060,79750,970,553,417,47,59,82,71,62,116,123,197,95,49,43,21,5,39.7,547,5,284,7,0,19,3,74,3,2,632,10,378,24,19,19,69,0.5355814009108895,649,27,25,199,227,41,88,42,982,402,33,90,17,240,191,16,5,116,NA,NA,390,197,NA,1185,1504,1817,1219,1399,Far West,503.8500985153823,237.0,262.0,25.0,9,NA,NA,NA,5000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",293,6,60,NA,02,FALSE,FALSE
02068,81544,2060,1126,934,142,123,90,112,210,310,313,338,129,150,115,28,0,35.9,1799,13,73,59,0,0,4,42,68,1,1914,19,117,127,0,0,54,0.22065444285467406,1383,12,54,331,397,128,337,124,696,825,12,228,19,619,503,139,120,180,NA,NA,NA,20,25,NA,NA,NA,2127,2472,First Nation,12747.595589094379,929.0,1038.0,109.0,12,NA,NA,NA,6000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",509,310,112,82,02,FALSE,FALSE
02070,54173,4979,2589,2390,524,469,340,397,420,672,508,626,370,266,249,114,24,29.7,932,17,3619,72,0,24,0,246,6,15,1196,43,3927,115,1,24,144,0.40088036941303073,2829,222,159,1079,726,184,308,151,770,1484,182,317,77,1586,1446,83,34,600,NA,554,829,475,NA,NA,2390,3769,3488,3639,First Nation,18568.735469119103,1564.0,1737.0,173.0,99,22,77,36,47000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2502,442,578,44,02,FALSE,FALSE
02090,71068,99705,53477,46228,7946,7193,5859,6588,11382,18072,12157,11795,5870,5321,5122,1798,602,30.4,76423,4340,6288,2621,236,889,1807,4155,1268,192,84354,6886,11210,4526,875,1028,7356,0.38328050716337436,60737,990,2398,14240,18317,5512,11957,7323,1368,39117,2283,8579,1495,27233,12279,4750,2192,10048,300,769,795,764,936,23571,31780,43739,51231,58295,Far West,7343.298657873518,43402.0,45879.0,2477.0,1055,100,955,339,567000,Small metro,Small metro,"With a city of 10,000 or more (nonmetropolitan)",28104,13987,4195,4525,02,FALSE,FALSE
02100,58750,2560,1387,1173,90,86,166,158,126,352,282,362,332,183,318,104,1,45.5,2062,1,164,77,0,13,0,153,68,6,2294,7,326,153,5,21,39,0.31510219674874473,1934,19,70,536,485,135,464,225,870,1227,69,306,20,597,650,181,140,326,NA,81,266,NA,151,NA,808,1652,1541,1726,Far West,2320.2023936479723,889.0,985.0,96.0,47,NA,NA,19,21000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",877,344,185,81,02,FALSE,FALSE
02105,52419,2128,1129,999,116,141,70,96,90,237,214,389,212,268,223,57,15,47.8,1069,47,708,56,0,13,33,145,24,25,1277,111,885,81,1,13,47,0.5661098572178598,1615,47,108,506,439,85,288,142,635,917,56,279,36,513,616,114,56,350,NA,NA,NA,NA,50,NA,NA,NA,NA,1300,Left Coast,6550.7504545668,1797.0,1919.0,122.0,45,10,35,24,18000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),.,633,198,125,78,02,FALSE,FALSE
02110,85746,32531,16645,15886,1991,2117,1949,2136,2069,4934,4353,5079,2698,2044,2130,657,374,37.0,22445,413,4017,2216,13,386,74,1622,425,92,24794,654,6040,2920,477,510,1985,0.472651178381745,22269,353,804,4702,6216,1615,5455,3124,1424,12893,927,3203,609,8869,4646,2545,1054,3094,72,157,226,268,411,7497,13989,17922,22136,23398,Left Coast,2702.0059711337317,15757.0,16479.0,722.0,540,59,481,203,274000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",8969,2867,1900,1711,02,FALSE,FALSE
02122,63684,57221,29974,27247,3660,3159,4051,3740,3574,6939,6663,8338,4815,4631,5124,1832,695,40.5,48115,363,4355,732,11,320,184,2196,358,52,51100,667,6922,1398,233,492,2124,0.28021951754252283,39037,731,1841,12940,11473,3159,5668,3225,975,23639,2132,6350,881,13349,11868,1588,682,7856,NA,1890,2182,1544,1300,NA,13102,22312,27531,32707,Far West,16075.081453921373,24642.0,26711.0,2069.0,1033,79,954,374,519000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17843,9688,2810,2929,02,FALSE,FALSE
02130,64222,13699,7038,6661,897,911,802,879,890,1847,1659,2103,1106,1024,1048,360,173,38.7,9280,58,1960,1001,0,90,92,825,147,11,10466,224,2956,1254,101,113,663,0.4750287563535698,9320,187,571,3058,2618,669,1465,752,1135,5334,488,1663,189,3415,2510,1064,347,1821,1146,1289,2103,685,608,5155,7346,10702,9721,10389,Left Coast,4858.405427691108,6181.0,6575.0,394.0,249,28,221,81,136000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4246,1917,920,731,02,FALSE,FALSE
02150,70887,13973,7468,6505,1225,986,1011,1082,1133,2073,1786,1892,1039,644,830,181,91,32.4,7549,66,1956,2973,2,391,20,448,81,0,8121,99,2624,3159,191,681,1186,0.6234148842595861,8536,526,295,2330,2438,840,1551,556,1260,5634,452,989,118,3559,3399,2355,971,1614,973,2054,2201,1765,1879,5620,8383,9452,9156,9948,Far West,6550.350526089485,6352.0,6639.0,287.0,150,37,113,66,75000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",3818,1239,500,439,02,FALSE,FALSE
02158,38229,7914,4200,3714,994,835,855,791,741,1098,724,863,359,238,263,139,14,23.0,372,28,6965,35,0,0,2,459,3,26,850,65,7461,39,16,0,81,0.20661753160561125,3698,324,508,1811,776,94,133,52,463,1674,267,188,120,2986,2218,69,48,806,NA,NA,NA,NA,NA,1012,1320,1964,2327,3198,First Nation,17081.36180736688,2279.0,2773.0,494.0,208,53,155,102,91000,NA,NA,NA,NA,NA,NA,NA,02,FALSE,FALSE
02164,50781,1474,731,743,124,128,120,122,122,200,134,239,107,84,63,17,14,31.1,325,8,1012,47,0,2,3,42,9,9,382,20,1067,57,15,4,32,0.4602892722112252,858,51,58,368,236,34,71,40,568,499,57,90,22,434,516,53,42,192,NA,NA,NA,NA,NA,NA,NA,NA,1150,1185,First Nation,23450.243971234424,563.0,629.0,66.0,19,NA,NA,NA,8000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1148,NA,NA,NA,02,FALSE,FALSE
02170,72983,96178,50205,45973,6985,7200,7866,7152,6281,13155,12667,13719,6905,5503,5973,2265,507,34.6,80815,959,5072,1386,46,685,659,4596,767,149,87455,2023,10156,2471,645,884,4292,0.27719619115637684,60694,1143,3559,19183,18578,5643,8292,4296,1244,38768,2817,9414,1408,21719,17398,3685,1635,10836,42,110,250,383,841,2310,5709,12566,21904,37037,Far West,24607.939480950226,40729.0,44141.0,3412.0,1612,122,1490,518,875000,Medium metro,Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",26656,15076,3354,5378,02,FALSE,FALSE
02180,48868,9854,5272,4582,1066,949,863,777,808,1447,1094,1158,514,471,495,161,51,27.8,1720,72,6913,119,0,14,5,829,22,44,2616,146,7877,187,51,26,193,0.41997972852400434,5391,323,508,2225,1352,224,553,206,852,2504,342,614,160,3355,2719,169,84,1077,NA,NA,NA,34,NA,1392,2501,3552,4199,4957,First Nation,22962.951585428098,3474.0,3950.0,476.0,221,55,166,94,102000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4463,1127,880,119,02,FALSE,FALSE
02185,72576,9667,6172,3495,752,665,643,584,740,1643,1176,1668,818,522,314,127,15,33.9,3187,64,4645,515,1,179,7,370,31,29,3641,104,5111,605,590,186,350,0.6169827639405406,6283,186,522,2314,1922,463,653,223,782,3552,221,822,99,2913,2158,625,353,880,NA,0,NA,NA,NA,NA,6377,8056,9487,16448,First Nation,88839.0339030641,3577.0,3835.0,258.0,28,NA,NA,10,15000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1539,453,165,111,02,FALSE,FALSE
