name,idealogy_icon,city,state,statewide,headquarters,lat,long,splc_group,splc_ideology
ACT for America,anti-muslim,,Connecticut,1,0,41.6,-73.08,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Cincinnati,Ohio,0,0,39.1,-84.51,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Maine Resistance,anti-lgbt,Lewiston,Maine,0,0,44.1,-70.21,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
ACT for America,anti-muslim,Heathrow,Florida,0,0,28.77,-81.37,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,,Florida,1,0,28.26,-80.72,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Jacksonville,Florida,0,0,30.33,-81.65,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,,New York,1,0,40.78,-73.13,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Grand Rapids,Michigan,0,0,42.96,-85.66,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Minneapolis,Minnesota,0,0,44.97,-93.26,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Twin Falls,Idaho,0,0,42.56,-114.46,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Spokane Valley,Washington,0,0,47.67,-117.23,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Leesburg,Virginia,0,1,39.11,-77.56,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Des Plaines,Illinois,0,0,42.03,-87.88,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Meridian,Idaho,0,0,43.61,-116.39,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Whitehall,Montana,0,0,45.86,-112.09,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,New York,New York,0,0,40.67,-73.94,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Bear,Delaware,0,0,39.62,-75.65,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Aryan Nations Sadistic Souls MC,neo-nazi,,Alabama,1,0,32.31,-86.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
United Klans of America,kkk,,Pennsylvania,1,0,41.2,-77.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
United Klans of America,kkk,,Texas,1,0,31.96,-99.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
United Klans of America,kkk,McMinnville,Tennessee,0,0,35.68,-85.78,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Aryan Nations Sadistic Souls MC,neo-nazi,Wood River,Illinois,0,1,38.86,-90.09,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Aryan Nations Sadistic Souls MC,neo-nazi,Taylorville,Illinois,0,0,39.54,-89.29,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Aryan Nations Sadistic Souls MC,neo-nazi,Canton,Illinois,0,0,40.55,-90.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Montgomery,Alabama,0,0,32.36,-86.29,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Birmingham,Alabama,0,0,33.52,-86.8,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Mobile,Alabama,0,0,30.69,-88.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Aryan Nations Sadistic Souls MC,neo-nazi,,Ohio,1,0,40.41,-82.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Anaheim,California,0,0,33.83,-117.91,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Dallas,Georgia,0,0,33.92,-84.84,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Aryan Nations Sadistic Souls MC,neo-nazi,,Oklahoma,1,0,35,-97.09,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Covington,Georgia,0,0,33.59,-83.86,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Canton,Georgia,0,0,34.23,-84.49,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Valdosta,Georgia,0,0,30.83,-83.27,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Trenton,Michigan,0,0,42.13,-83.17,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Aryan Nations Sadistic Souls MC,neo-nazi,,Tennessee,1,0,35.51,-86.58,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Jackson,Mississippi,0,0,32.29,-90.18,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Richmond,Virginia,0,0,37.54,-77.43,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Danville,Virginia,0,0,36.58,-79.39,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Loyal White Knights of the Ku Klux Klan,kkk,San Francisco,California,0,0,37.77,-122.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Columbus,Ohio,0,0,39.96,-82.99,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Rebel Brigade Knights True Invisible Empire,kkk,Martinsville,Virginia,0,1,36.69,-79.87,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Patriotic Brigade Knights of the Ku Klux Klan,kkk,Gladewater,Texas,0,1,32.53,-94.94,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Nordic Order Knights of the Ku Klux Klan,kkk,Dawson Springs,Kentucky,0,1,37.16,-87.69,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Church of the National Knights of the Ku Klux Klan,kkk,Horn Lake,Mississippi,0,0,34.95,-90.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Church of the National Knights of the Ku Klux Klan,kkk,Panama,New York,0,1,42.07,-79.48,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Great Lakes Knights of the Ku Klux Klan,kkk,Alpena,Michigan,0,1,45.06,-83.43,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Alliance Defending Freedom,anti-lgbt,Scottsdale,Arizona,0,1,33.62,-111.88,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Pacific Coast Knights of the Ku Klux Klan,kkk,,California,1,1,36.77,-119.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Pacific Coast Knights of the Ku Klux Klan,kkk,Spokane,Washington,0,0,47.65,-117.42,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
ACT for America,anti-muslim,Des Moines,Iowa,0,0,41.6,-93.6,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Los Angeles,California,0,0,34.05,-118.24,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Ste. Genevieve,Missouri,0,0,37.97,-90.04,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Nashua,New Hampshire,0,0,42.76,-71.46,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Knights of the White Disciples,kkk,,North Carolina,1,0,35.75,-79.01,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Knights of the White Disciples,kkk,Hudson,Florida,0,1,28.36,-82.69,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
ACT for America,anti-muslim,Knoxville,Tennessee,0,0,35.96,-83.92,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Rapid City,South Dakota,0,0,44.08,-103.23,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Jonesboro,Arkansas,0,0,35.84,-90.7,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Cheshire,Connecticut,0,0,41.5,-72.91,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,St. Louis,Missouri,0,0,38.62,-90.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
North Mississippi White Knights Of The Ku Klux Klan,kkk,Tupelo,Mississippi,0,1,34.25,-88.7,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
ACT for America,anti-muslim,Detroit,Michigan,0,0,42.33,-83.04,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Palm Beach,Florida,0,0,26.7,-80.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
White Boy Society,white-nationalist,,Kansas,1,0,39.01,-98.48,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
White Boy Society,white-nationalist,,Michigan,1,0,44.31,-85.6,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Committee to End the CSI Refugee Center,anti-muslim,Buhl,Idaho,0,0,42.59,-114.75,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Refugee Resettlement Watch,anti-muslim,Fairplay,Maryland,0,1,39.53,-77.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Clarion Project,anti-muslim,Washington,District of Columbia,0,1,38.89,-77.04,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Understanding the Threat,anti-muslim,Vienna,Virginia,0,1,38.9,-77.26,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Fortress of Faith,anti-muslim,Bellingham,Washington,0,0,48.74,-122.47,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Northwest Hammerskins,racist-skinhead,,Washington,1,0,47.75,-120.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Northwest Hammerskins,racist-skinhead,,Oregon,1,0,43.8,-120.55,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Western Hammerskins,racist-skinhead,,California,1,0,36.77,-119.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
American Freedom Alliance,anti-muslim,Los Angeles,California,0,1,34.16,-118.51,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Truth in Love Project,anti-muslim,Chattaroy,Washington,0,1,47.88,-117.35,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
ACT for America,anti-muslim,Boston,Massachusetts,0,1,42.36,-71.05,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Confederate Hammerskins,racist-skinhead,,Virginia,1,0,37.43,-78.65,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Traditionalist American Knights of the Ku Klux Klan,kkk,Hayden,Idaho,0,0,47.76,-116.78,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Huntsville,Alabama,0,0,34.73,-86.58,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Jacksonville,Florida,0,0,30.33,-81.65,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Center for Immigration Studies,anti-immigrant,Washington,District of Columbia,0,1,38.9,-77.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant"">Anti-Immigrant</a>"
Family Security Matters,anti-muslim,Washington,District of Columbia,0,1,38.9,-77.04,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Lincoln County Citizen Action Network,anti-muslim,Fayetteville,Tennessee,0,1,35.15,-86.57,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Team America Political Action Committee,anti-muslim,Littleton,Colorado,0,1,39.61,-105.01,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Immigration Reform Law Institute,anti-immigrant,Washington,District of Columbia,0,1,38.89,-77.01,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant"">Anti-Immigrant</a>"
The Right Stuff,white-nationalist,,Pennsylvania,1,0,40.65,-75.57,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
The Right Stuff,white-nationalist,Columbus,Ohio,0,0,39.96,-82.99,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
The Right Stuff,white-nationalist,Cincinnati,Ohio,0,0,39.1,-84.51,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Nordic Order Knights of the Ku Klux Klan,kkk,,Alabama,1,0,32.31,-86.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Southern Ohio Knights of the Ku Klux Klan,kkk,,Ohio,1,1,40.41,-82.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Old Glory Knights of the Ku Klux Klan,kkk,Vincent,Ohio,0,1,39.37,-81.67,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Georgia Knight Riders of the Ku Klux Klan,kkk,Live Oak,Florida,0,1,30.29,-82.98,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Divine Truth Ministries,christian-identity,Bainbridge,Ohio,0,1,39.22,-83.27,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity"">Christian Identity</a>"
American Vanguard,white-nationalist,Huntington Beach,California,0,1,33.66,-117.99,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
American Vanguard,white-nationalist,Bremerton,Washington,0,0,47.56,-122.63,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
The Daily Stormer,neo-nazi,Cullman,Alabama,0,0,34.17,-86.84,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Traditionalist Worker Party,white-nationalist,,Kansas,1,0,39.01,-98.48,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Yahushua Dual Seed Christian Identity Ministry,christian-identity,Livingston,Texas,0,1,30.71,-94.93,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity"">Christian Identity</a>"
Traditionalist Worker Party,white-nationalist,Sacramento,California,0,0,38.58,-121.49,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Euro Folk Radio,christian-identity,Chicago,Illinois,0,1,41.87,-87.62,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity"">Christian Identity</a>"
Traditionalist Worker Party,white-nationalist,Murray,Kentucky,0,0,36.61,-88.31,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Traditionalist Worker Party,white-nationalist,Philadelphia,Pennsylvania,0,0,39.95,-75.16,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Traditionalist Worker Party,white-nationalist,Columbus,Indiana,0,0,39.2,-85.92,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
National Socialist Movement,neo-nazi,,Georgia,1,0,32.16,-82.9,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement"">National Socialist Movement</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Wichita Falls,Texas,0,0,33.91,-98.49,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Burlington,Vermont,0,0,44.47,-73.21,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Phoenix,Arizona,0,0,33.44,-112.07,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,St. Louis,Missouri,0,0,38.62,-90.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Charlotte,North Carolina,0,0,35.22,-80.84,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
National Socialist Movement,neo-nazi,,Ohio,1,0,40.41,-82.9,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement"">National Socialist Movement</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Cambridge,Massachusetts,0,0,42.37,-71.1,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Seattle,Washington,0,0,47.6,-122.33,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Foundation for the Marketplace of Ideas,white-nationalist,Clinton Township,Michigan,0,1,42.05,-83.95,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
The Realist Report,holocaust-denial,Poway,California,0,1,32.96,-117.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/holocaust-denial"">Holocaust Denial</a>"
Black Riders Liberation Party,black-separatist,Portland,Oregon,0,0,45.52,-122.67,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
ACT for America,anti-muslim,,Colorado,1,0,39.55,-105.78,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
United Northern and Southern Knights of the Ku Klux Klan,kkk,,California,1,0,36.77,-119.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Outlaw Knights of the Ku Klux Klan,kkk,,Ohio,1,1,40.41,-82.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
The Daily Stormer,neo-nazi,Santa Cruz,California,0,0,36.97,-122.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Orlando,Florida,0,0,28.53,-81.37,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Lowell,Massachusetts,0,0,42.63,-71.31,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Brandon,Florida,0,0,27.93,-82.28,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Amana,Iowa,0,0,41.8,-91.87,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Nashville,Tennessee,0,0,36.16,-86.78,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Mountain View,California,0,0,37.38,-122.08,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
White New York,white-nationalist,Rochester,New York,0,1,43.16,-77.61,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Crew 38,racist-skinhead,,Maine,1,0,45.25,-69.44,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Crew 38,racist-skinhead,,Kentucky,1,0,37.83,-84.27,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
"Israelite Church of God in Jesus Christ, The",black-separatist,Greensboro,North Carolina,0,0,36.07,-79.79,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Crew 38,racist-skinhead,,Maryland,1,0,39.04,-76.64,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
American Front,racist-skinhead,,Washington,1,0,47.75,-120.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
American Front,racist-skinhead,,Oregon,1,0,43.8,-120.55,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
American Defense Records,racist-music,Lexington,Kentucky,0,0,38.04,-84.5,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/hate-music"">Hate Music</a>"
Soleilmoon Recordings,racist-music,Portland,Oregon,0,0,45.55,-122.64,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/hate-music"">Hate Music</a>"
Behold Barbarity Records & Distro,racist-music,Plymouth,Minnesota,0,0,45.01,-93.45,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/hate-music"">Hate Music</a>"
Wolf Tyr Productions,racist-music,Holbrook,New York,0,0,40.81,-73.07,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/hate-music"">Hate Music</a>"
The Daily Stormer,neo-nazi,Denver,Colorado,0,0,39.73,-104.99,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Pittsburgh,Pennsylvania,0,0,40.44,-79.99,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Militant Knights of the Ku Klux Klan,kkk,Alpena,Michigan,0,0,45.06,-83.43,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Militant Knights of the Ku Klux Klan,kkk,Flint,Texas,0,0,32.2,-95.34,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
