name,idealogy_icon,city,state,statewide,headquarters,lat,long,splc_group,splc_ideology
Crew 38,racist-skinhead,,Georgia,1,0,32.16,-82.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Aryan Nations Sadistic Souls MC,neo-nazi,Grovespring,Missouri,0,0,37.41,-92.59,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Traditionalist Worker Party,white-nationalist,Paoli,Indiana,0,1,38.54,-86.45,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
National Socialist Movement,neo-nazi,,Colorado,1,0,39.55,-105.78,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement"">National Socialist Movement</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Wolves of Vinland,white-nationalist,Lynchburg,Virginia,0,1,37.41,-79.14,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Crew 38,racist-skinhead,,California,1,0,36.77,-119.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Wolves of Vinland,white-nationalist,,Colorado,1,0,39.55,-105.78,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Wolves of Vinland,white-nationalist,,Wyoming,1,0,43.07,-107.29,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Rense Radio Network,other,Ashland,Oregon,0,1,42.19,-122.7,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/general-hate"">General Hate</a>"
Aryan Nations Worldwide,neo-nazi,Villa Rica,Georgia,0,1,33.73,-84.91,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/aryan-nations"">Aryan Nations</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Gallows Tree Wotansvolk Alliance,neo-nazi,,Texas,1,0,31.96,-99.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Gallows Tree Wotansvolk Alliance,neo-nazi,,Florida,1,0,27.66,-81.51,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Gallows Tree Wotansvolk Alliance,neo-nazi,,California,1,0,36.77,-119.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Gallows Tree Wotansvolk Alliance,neo-nazi,,Iowa,1,0,41.87,-93.09,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
"Shoebat Foundation, The",anti-muslim,Newtown,Pennsylvania,0,1,40.22,-74.93,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Bureau on American Islamic Relations,anti-muslim,Irving,Texas,0,1,32.81,-96.94,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Fort Worth,Texas,0,0,32.75,-97.33,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
ACT for America,anti-muslim,Virginia Beach,Virginia,0,1,36.85,-75.97,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Center for Security Policy,anti-muslim,Washington,District of Columbia,0,1,38.9,-77.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
David Horowitz Freedom Center,anti-muslim,Los Angeles,California,0,0,34.14,-118.45,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Blood and Honour Social Club,racist-skinhead,Greensboro,North Carolina,0,1,36.07,-79.79,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/blood-honour"">Blood &amp; Honour</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Blood and Honour Social Club,racist-skinhead,,Georgia,1,0,32.16,-82.9,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/blood-honour"">Blood &amp; Honour</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Blood and Honour Social Club,racist-skinhead,,Ohio,1,0,40.41,-82.9,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/blood-honour"">Blood &amp; Honour</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Blood and Honour Social Club,racist-skinhead,,Indiana,1,0,40.26,-86.13,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/blood-honour"">Blood &amp; Honour</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Blood and Honour Social Club,racist-skinhead,New York,New York,0,0,40.71,-74,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/blood-honour"">Blood &amp; Honour</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Blood and Honour Social Club,racist-skinhead,,Pennsylvania,1,0,41.2,-77.19,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/blood-honour"">Blood &amp; Honour</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
American Freedom Law Center,anti-muslim,Ann Arbor,Michigan,0,1,42.28,-83.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
United White Knights of the Ku Klux Klan,kkk,New Boston,Texas,0,1,33.45,-94.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Colorado Alliance for Immigration Reform,anti-immigrant,Lakewood,Colorado,0,1,39.7,-105.08,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant"">Anti-Immigrant</a>"
Traditionalist Youth Network,white-nationalist,Bloomington,Indiana,0,0,39.16,-86.52,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Wolves of Vinland,white-nationalist,,Oregon,1,0,43.8,-120.55,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Wolves of Vinland,white-nationalist,,Washington,1,0,47.75,-120.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
National Socialist Movement,neo-nazi,,New Jersey,1,0,40.05,-74.4,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement"">National Socialist Movement</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Confederate White Knights of the Ku Klux Klan,kkk,Toms River,New Jersey,0,0,39.95,-74.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Illinois Family Institute Tri-County chapter,anti-lgbt,Peoria,Illinois,0,0,40.69,-89.58,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Mass Resistance California,anti-lgbt,Torrance,California,0,0,33.83,-118.34,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Mass Resistance Virginia,anti-lgbt,Yorktown,Virginia,0,0,37.02,-76.34,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
United Riot Records,racist-music,New York,New York,0,0,40.71,-74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/hate-music"">Hate Music</a>"
Hostile Class Productions,racist-music,Burbank,Illinois,0,0,41.74,-87.76,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/hate-music"">Hate Music</a>"
Supreme White Alliance,racist-skinhead,,Kentucky,1,0,37.83,-84.27,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Supreme White Alliance,racist-skinhead,,Virginia,1,0,37.43,-78.65,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Gallows Tree Wotansvolk Alliance,neo-nazi,,Massachusetts,1,0,42.4,-71.38,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Gallows Tree Wotansvolk Alliance,neo-nazi,,Minnesota,1,0,46.72,-94.68,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Aryan Strikeforce,racist-skinhead,,Tennessee,1,0,35.51,-86.58,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Southern Future,neo-confederate,Aiken,South Carolina,0,1,33.43,-81.75,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
League of the South,neo-confederate,Taylorsville,Kentucky,0,0,38.03,-85.34,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/league-south"">League of the South</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
League of the South,neo-confederate,London,Kentucky,0,0,37.12,-84.08,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/league-south"">League of the South</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
League of the South,neo-confederate,Fort Mitchell,Kentucky,0,0,39.04,-84.55,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/league-south"">League of the South</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
League of the South,neo-confederate,Lake City,Florida,0,0,30.18,-82.63,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/league-south"">League of the South</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
League of the South,neo-confederate,Miami,Florida,0,0,25.76,-80.19,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/league-south"">League of the South</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
Tony Alamo Christian Ministries,other,Santa Clarita,California,0,0,34.5,-118.36,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/general-hate"">General Hate</a>"
Blood and Honour America Division,racist-skinhead,,Washington,1,1,47.75,-120.74,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/blood-honour"">Blood &amp; Honour</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Aryan Renaissance Society,neo-nazi,,Texas,1,0,31.96,-99.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Aryan Renaissance Society,neo-nazi,New York,New York,0,0,40.71,-74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Aryan Renaissance Society,neo-nazi,,Tennessee,1,0,35.51,-86.58,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Confederate White Knights of the Ku Klux Klan,kkk,Sikeston,Missouri,0,0,36.87,-89.58,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Confederate White Knights of the Ku Klux Klan,kkk,Morehead,Kentucky,0,0,38.18,-83.43,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Confederate White Knights of the Ku Klux Klan,kkk,Vale,North Carolina,0,0,35.54,-81.39,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Confederate White Knights of the Ku Klux Klan,kkk,Auburn,Indiana,0,0,41.36,-85.05,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Confederate White Knights of the Ku Klux Klan,kkk,Saint Martinville,Louisiana,0,0,30.12,-91.82,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Confederate White Knights of the Ku Klux Klan,kkk,Greenwood,Arkansas,0,0,35.21,-94.25,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Confederate White Knights of the Ku Klux Klan,kkk,Madison,Indiana,0,0,38.73,-85.37,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Mass Resistance Missouri,anti-lgbt,St. Louis,Missouri,0,0,38.62,-90.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Fundamentalist Latter Day Saints,other,Pringle,South Dakota,0,0,43.6,-103.59,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/fundamentalist-church-jesus-christ-latter-day-saints"">Fundamentalist Church of Jesus Christ of Latter-Day Saints</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/general-hate"">General Hate</a>"
Aryan Strikeforce,racist-skinhead,,West Virginia,1,0,38.59,-80.45,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Verity Baptist Church,anti-lgbt,Sacramento,California,0,1,38.64,-121.47,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
East Coast Knights Of The True Invisible Empire,kkk,Girardville,Pennsylvania,0,0,40.79,-76.28,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
International Keystone Knights of the Ku Klux Klan,kkk,Vanndale,Arkansas,0,1,35.31,-90.77,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
The Daily Stormer,neo-nazi,Columbus,Ohio,0,0,39.96,-82.99,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Dallas,Texas,0,0,32.77,-96.79,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Indianapolis,Indiana,0,0,39.76,-86.15,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Las Vegas,Nevada,0,0,36.16,-115.13,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,,New York,1,0,40.78,-73.13,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Los Angeles,California,0,0,34.05,-118.24,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Louisville,Kentucky,0,0,38.25,-85.75,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Santa Monica,California,0,0,34.01,-118.49,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Traditionalist Youth Network,white-nationalist,,Wisconsin,1,0,43.78,-88.78,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Wauchula,Florida,0,0,27.54,-81.81,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Gurnee,Illinois,0,0,42.37,-87.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,,Illinois,1,0,40.63,-89.39,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Traditionalist Worker Party,white-nationalist,Louisville,Kentucky,0,0,38.25,-85.75,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Indianapolis,Indiana,0,0,39.76,-86.15,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
