ORI,agency
NJ0140100,BOONTON
NJ0140200,BOONTON TOWNSHIP
NJ0140300,BUTLER
NJ0140400,CHATHAM
NJ0140500,CHATHAM TOWNSHIP
NJ0140800,DENVILLE TOWNSHIP
NJ0141000,EAST HANOVER TOWNSHIP
NJ0141100,FLORHAM PARK
NJ0141200,HANOVER TOWNSHIP
NJ0141300,HARDING TOWNSHIP
NJ0141400,JEFFERSON TOWNSHIP
NJ0141600,LINCOLN PARK
NJ0141700,MADISON
NJ0141800,MENDHAM
NJ0141900,MENDHAM TOWNSHIP
NJ0142100,MONTVILLE TOWNSHIP
NJ0142200,MORRIS TOWNSHIP
NJ0142700,MOUNT OLIVE TOWNSHIP
NJ0142900,PARSIPPANY-TROY HILLS TW
NJ0143000,LONG HILL TOWNSHIP
NJ0143200,RANDOLPH TOWNSHIP
NJ0143300,RIVERDALE
NJ0143600,ROXBURY TOWNSHIP
NJ0150400,BEACHWOOD
NJ0150500,BERKELEY TOWNSHIP
NJ0150600,BRICK TOWNSHIP
NJ0151100,JACKSON TOWNSHIP
NJ0151200,LACEY TOWNSHIP
NJ0151300,LAKEHURST
NJ0151400,LAKEWOOD TOWNSHIP
NJ0151600,LITTLE EGG HARBOR TOWNSH
NJ0151700,LONG BEACH TOWNSHIP
NJ0151800,MANCHESTER TOWNSHIP
NJ0152000,OCEAN TOWNSHIP
NJ0152100,OCEAN GATE
NJ0152300,PLUMSTED TOWNSHIP
NJ0152400,POINT PLEASANT
NJ0152500,POINT PLEASANT BEACH
NJ0152700,SEASIDE PARK
NJ0152900,SOUTH TOMS RIVER
NJ0153000,STAFFORD TOWNSHIP
NJ0153300,BARNEGAT TOWNSHIP
NJ0160100,BLOOMINGDALE
NJ0160200,CLIFTON
NJ0160400,HAWTHORNE
NJ0160500,LITTLE FALLS TOWNSHIP
NJ0160600,NORTH HALEDON
NJ0160700,PASSAIC
NJ0160800,PATERSON
NJ0160900,POMPTON LAKES
NJ0161100,RINGWOOD
NJ0161400,WAYNE TOWNSHIP
NJ0161500,WEST MILFORD TOWNSHIP
NJ0171300,CARNEY'S POINT TOWNSHIP
NJ0171500,WOODSTOWN
NJ0180100,BEDMINSTER TOWNSHIP
NJ0180200,BERNARDS TOWNSHIP
NJ0180400,BOUND BROOK
NJ0180500,BRANCHBURG TOWNSHIP
NJ0180600,BRIDGEWATER TOWNSHIP
NJ0180800,"FRANKLIN TWNSHP, SOMER C"
NJ0180900,GREEN BROOK TOWNSHIP
NJ0181000,HILLSBOROUGH TOWNSHIP
NJ0181300,MONTGOMERY TOWNSHIP
NJ0181400,NORTH PLAINFIELD
NJ0181600,RARITAN
NJ0181800,SOMERVILLE
NJ0182000,WARREN TOWNSHIP
NJ0182100,WATCHUNG
NJ0190400,BYRAM TOWNSHIP
NJ0191100,HARDYSTON TOWNSHIP
NJ0191500,NEWTON
NJ0191800,SPARTA TOWNSHIP
NJ0192200,VERNON TOWNSHIP
NJ019SP00,SP: SUSSEX COUNTY
NJ0200200,CLARK TOWNSHIP
NJ0200300,CRANFORD TOWNSHIP
NJ0200400,ELIZABETH
NJ0200600,GARWOOD
NJ0200700,HILLSIDE TOWNSHIP
NJ0200900,LINDEN
NJ0201100,NEW PROVIDENCE
NJ0201200,PLAINFIELD
NJ0201400,ROSELLE
NJ0201600,SCOTCH PLAINS TOWNSHIP
NJ0201700,SPRINGFIELD
NJ0201900,UNION TOWNSHIP
NJ0202000,WESTFIELD
NJ0202100,WINFIELD TOWNSHIP
NJ0210400,BLAIRSTOWN TOWNSHIP
NJ0210700,GREENWICH TOWNSHIP
NJ0210800,HACKETTSTOWN
NJ0211500,LOPATCONG TOWNSHIP
NJ0211600,MANSFIELD TOWNSHIP
NJ0211900,PHILLIPSBURG
NJ0212000,POHATCONG TOWNSHIP
NJ0212100,WASHINGTON
NJ0212200,WASHINGTON TOWNSHIP
NJNPD0000,NEWARK
NM0010000,BERNALILLO
NM0010100,ALBUQUERQUE
NM0010200,UNIVERSITY OF NEW MEXICO
NM0210100,ESPANOLA
NM0240000,SAN JUAN
NM0320300,LOS LUNAS
NV0010100,FALLON
NV0020100,LAS VEGAS METRO PD
NV0020200,NORTH LAS VEGAS
NV0020300,HENDERSON
NV0021000,UNIV OF NEVADA:LAS VEGAS
NV0040500,WEST WENDOVER
NV0070000,HUMBOLDT
NV0120000,NYE
NV0160100,RENO
NV0161500,TRUCKEE MEADOWS COMM COL
NY0010100,ALBANY
NY0010200,COHOES
NY0010300,WATERVLIET
NY0015200,GUILDERLAND TOWN
NY0015300,COLONIE TOWN
NY0015800,COEYMANS TOWN
NY0030000,BROOME
NY0030100,BINGHAMTON
NY0036400,VESTAL TOWN
NY0040000,CATTARAUGUS
NY0050100,AUBURN
NY0060200,JAMESTOWN
NY0072100,ELMIRA HEIGHTS VILLAGE
NY0072200,HORSEHEADS VILLAGE
NY0080000,CHENANGO
NY0082400,NORWICH
NY0090100,PLATTSBURGH CITY
NY0100100,HUDSON
NY0110100,CORTLAND
NY0130000,DUTCHESS
NY0130200,POUGHKEEPSIE
NY0132700,RHINEBECK VILLAGE
NY0136300,POUGHKEEPSIE TOWN
NY0136400,FISHKILL TOWN
NY0140000,ERIE
NY0140100,BUFFALO
NY0140200,LACKAWANNA
NY0140300,TONAWANDA
NY0145100,AMHERST TOWN
NY0145500,CHEEKTOWAGA TOWN
NY0146300,EVANS TOWN
NY0146500,HAMBURG TOWN
NY0146700,LANCASTER TOWN
NY0147200,TONAWANDA TOWN
NY0147400,WEST SENECA TOWN
NY0152300,LAKE PLACID VILLAGE
NY0152700,TICONDEROGA TOWN
NY0162000,TUPPER LAKE VILLAGE
NY0162300,SARANAC LAKE VILLAGE
NY0170100,GLOVERSVILLE
NY0195200,CAIRO TOWN
NY0212100,FRANKFORT VILLAGE
NY0223800,CARTHAGE VILLAGE
NY0242400,LOWVILLE VILLAGE
NY0252200,GENESEO VILLAGE
NY0252600,MOUNT MORRIS VILLAGE
NY0260100,ONEIDA
NY0262900,CHITTENANGO VILLAGE
NY0270000,MONROE
NY0270100,ROCHESTER
NY0272400,EAST ROCHESTER VILLAGE
NY0275000,BRIGHTON TOWN
NY0275400,GREECE TOWN
NY0276700,WEBSTER TOWN & VILLAGE
NY0290000,NASSAU
NY0290200,LONG BEACH
NY0290300,FLORAL PARK VILLAGE
NY0290400,FREEPORT VILLAGE
NY0290500,GARDEN CITY VILLAGE
NY0290600,HEMPSTEAD VILLAGE
NY0295500,PORT WASHINGTON
NY0303000,NEW YORK
NY0303100,ST PRK: NEW YORK CITY RE
NY0308300,NYC METRO TRNSPRTN AUTH
NY0310000,NIAGARA
NY0310200,NIAGARA FALLS
NY0320200,UTICA
NY0322300,CAMDEN VILLAGE
NY0324100,NEW HARTFORD TOWN & VILL
NY0332600,SOLVAY VILLAGE
NY0332900,MANLIUS TOWN
NY0333500,NORTH SYRACUSE VILLAGE
NY0335300,DEWITT TOWN
NY0335600,GEDDES TOWN
NY0340000,ONTARIO
NY0342900,CANANDAIGUA
NY0350000,ORANGE
NY0350100,MIDDLETOWN
NY0350200,NEWBURGH
NY0352000,WASHINGTONVILLE VILLAGE
NY0352300,GOSHEN VILLAGE
NY0352600,MONROE VILLAGE
NY0353500,PORT JERVIS
NY0357100,DEERPARK TOWN
NY0357600,CRAWFORD TOWN
NY0360000,ORLEANS
NY0362200,MEDINA VILLAGE
NY0370200,OSWEGO CITY
NY0380000,OTSEGO
NY0380100,ONEONTA CITY
NY0382400,COOPERSTOWN VILLAGE
NY0390000,PUTNAM
NY0410000,RENSSELAER
NY0410200,TROY
NY0415200,EAST GREENBUSH TOWN
NY0415300,NORTH GREENBUSH TOWN
NY0432600,SOUTH NYACK VILLAGE
NY0432800,SPRING VALLEY VILLAGE
NY0432900,SUFFERN VILLAGE
NY0435000,CLARKSTOWN TOWN
NY0435100,HAVERSTRAW TOWN
NY0435200,ORANGETOWN TOWN
NY0435300,RAMAPO TOWN
NY0440100,OGDENSBURG
NY0450000,SARATOGA
NY0450100,SARATOGA SPRINGS
NY0452000,BALLSTON SPA VILLAGE
NY0452300,MECHANICVILLE
NY0452400,SOUTH GLENS FALLS VILLAG
NY0460100,SCHENECTADY
NY0462000,SCOTIA VILLAGE
NY0480000,SCHUYLER
NY0490000,SENECA
NY0492100,WATERLOO VILLAGE
NY0510100,SUFFOLK COUNTY PD
NY0514100,NISSEQUOGUE VILLAGE
NY0515200,EAST HAMPTON TOWN
NY0515600,SHELTER ISLAND TOWN
NY0515900,SOUTHOLD TOWN
NY0519000,ST PRK: LONG ISLAND REG
NY0520000,SULLIVAN
NY0522200,MONTICELLO VILLAGE
NY0525400,FALLSBURG TOWN
NY0540100,ITHACA
NY0549000,ST PRK: FINGER LAKES REG
NY0550100,KINGSTON
NY0558000,SAUGERTIES TOWN
NY0560100,GLENS FALLS
NY0570000,WASHINGTON
NY0572600,HUDSON FALLS VILLAGE
NY0572800,WHITEHALL VILLAGE
NY0580000,WAYNE
NY0590000,WESTCHESTER PUBLIC SAFET
NY0590100,PEEKSKILL
NY0590200,WHITE PLAINS
NY0590300,MOUNT VERNON
NY0590400,NEW ROCHELLE
NY0590700,YONKERS
NY0591000,SCARSDALE VILLAGE
NY0592100,CROTON-ON-HUDSON VILLAGE
NY0592300,TUCKAHOE VILLAGE
NY0592500,DOBBS FERRY VILLAGE
NY0592600,HASTINGS-ON-HUDSON VILLA
NY0592800,TARRYTOWN VILLAGE
NY0592900,LARCHMONT VILLAGE
NY0594100,BUCHANAN VILLAGE
NY0595300,GREENBURGH TOWN
NY0595600,MAMARONECK TOWN
NY0595800,NEW CASTLE TOWN
NY0595900,NORTH CASTLE TOWN
NY0596800,YORKTOWN TOWN
NY201UN00,SUNY: ALBANY
NY203UN00,SUNY: BINGHAMTON
NY209UN00,SUNY COLLEGE:PLATTSBURGH
NY211UC00,SUNY COLLEGE: CORTLAND
NY214UB00,SUNY: BUFFALO
NY214UC00,SUNY COLLEGE: BUFFALO
NY225UN00,SUNY COLLEGE: GENESEO
NY226UN00,SUNY A&T COL:MORRISVILLE
NY227UN00,SUNY COLLEGE: BROCKPORT
NY237UN00,SUNY COLLEGE: OSWEGO
NY238UN00,SUNY COLLEGE: ONEONTA
NY244UP00,SUNY COLLEGE: POTSDAM
NY247UN00,SUNY A&T COL: COBLESKILL
NY251US00,SUNY: STONY BROOK
NY254UC00,CORNELL UNIVERSITY
NY255UN00,SUNY COLLEGE: NEW PALTZ
NY259UN00,SUNY COLLEGE: PURCHASE
NY301SG00,SP: ALBANY COUNTY
NY303SC00,SP: BROOME COUNTY
NY304SA00,SP: CATTARAUGUS COUNTY
NY308SC00,SP: CHENANGO COUNTY
NY309SB00,SP: CLINTON COUNTY
NY310SK00,SP: COLUMBIA COUNTY
NY312SC00,SP: DELAWARE COUNTY
NY313SK00,SP: DUTCHESS COUNTY
NY314SA00,SP: ERIE COUNTY
NY315SB00,SP: ESSEX COUNTY
NY316SB00,SP: FRANKLIN COUNTY
NY321SD00,SP: HERKIMER COUNTY
NY322SD00,SP: JEFFERSON COUNTY
NY327SE00,SP: MONROE COUNTY
NY335SF00,SP: ORANGE COUNTY
NY336SA00,SP: ORLEANS COUNTY
NY338SC00,SP: OTSEGO COUNTY
NY341SG00,SP: RENSSELAER COUNTY
NY344SB00,SP: ST LAWRENCE COUNTY
NY345SG00,SP: SARATOGA COUNTY
NY350SE00,SP: STEUBEN COUNTY
NY351SL00,SP: SUFFOLK COUNTY
NY353SC00,SP: TIOGA COUNTY
NY354SC00,SP: TOMPKINS COUNTY
NY355SF00,SP: ULSTER COUNTY
NY356SG00,SP: WARREN COUNTY
NY357SG00,SP: WASHINGTON COUNTY
NY359SK00,SP: WESTCHESTER COUNTY
NY451PR00,SUFFOLK COUNTY PARKS
OH0020400,LIMA
OH0030000,ASHLAND
OH0040000,ASHTABULA
OH0040200,CONNEAUT
OH0050000,ATHENS
OH0050100,ATHENS
OH0050200,GLOUSTER
OH0060000,AUGLAIZE
OH0060500,MINSTER
OH0070500,POWHATAN POINT
OH0090000,BUTLER
OH0090200,HAMILTON
OH0090500,MONROE
OH0091500,WEST CHESTER TOWNSHIP
OH0091700,MIAMI UNIVERSITY
OH0091800,FAIRFIELD TOWNSHIP
OH0110200,URBANA
OH0120000,CLARK
OH0120200,SPRINGFIELD
OH0131500,MIAMI TOWNSHIP
OH0140000,CLINTON
OH0140400,WILMINGTON
OH0150200,EAST LIVERPOOL
OH0150300,EAST PALESTINE
OH0150600,SALEM
OH0150700,SALINEVILLE
OH0151500,ST. CLAIR TOWNSHIP
OH0160000,COSHOCTON
OH0180600,BEREA
OH0182000,GARFIELD HEIGHTS
OH0182300,HIGHLAND HEIGHTS
OH0182500,INDEPENDENCE
OH0182600,LAKEWOOD
OH0182700,LYNDHURST
OH0184200,PARMA
OH0184800,SHAKER HEIGHTS
OH0185000,SOUTH EUCLID
OH0186300,CLEVELAND METRO PARK DIS
OH0200000,DEFIANCE
OH0200100,DEFIANCE
OH0210000,DELAWARE
OH0210100,DELAWARE
OH0210500,POWELL
OH0210700,SUNBURY
OH0210800,GENOA TOWNSHIP
OH0230000,FAIRFIELD
OH0230100,LANCASTER
OH0230900,PICKERINGTON
OH0240000,FAYETTE
OH0240100,WASHINGTON COURT HOUSE
OH0250000,FRANKLIN
OH0250100,BEXLEY
OH0250400,GAHANNA
OH0250600,GROVE CITY
OH0250700,HILLIARD
OH0250800,REYNOLDSBURG
OH0250900,UPPER ARLINGTON
OH0251000,WESTERVILLE
OH0251100,WHITEHALL
OH0251200,WORTHINGTON
OH0251600,GROVEPORT
OH0252100,NEW ALBANY
OH0252700,OH STATE UNIV: COLUMBUS
OH0253500,MADISON TOWNSHIP
OH025A100,CAPITAL UNIVERSITY
OH0260000,FULTON
OH0260500,WAUSEON
OH0270000,GALLIA
OH0280000,GEAUGA
OH0290000,GREENE
OH0290100,FAIRBORN
OH0290300,XENIA
OH0290500,BELLBROOK
OH0291100,BEAVERCREEK
OH0291200,WRIGHT STATE UNIVERSITY
OH0291300,SUGARCREEK TOWNSHIP
OH0300100,CAMBRIDGE
OH0310400,BLUE ASH
OH0310500,CHEVIOT
OH0310900,ELMWOOD PLACE
OH0311200,FOREST PARK
OH0311500,GREENHILLS
OH0311900,LOCKLAND
OH0312300,MONTGOMERY
OH0312400,MOUNT HEALTHY
OH0312800,NORWOOD
OH0313100,SHARONVILLE
OH0313300,SPRINGDALE
OH0313400,SPRINGFIELD TOWNSHIP
OH0314600,HAMILTON COUNTY PARK DIS
OH0320100,FINDLAY
OH0350000,HENRY
OH0350100,NAPOLEON
OH0380000,HOLMES
OH0390200,NORWALK
OH0400200,WELLSTON
OH0410400,TORONTO
OH0420000,KNOX
OH0420100,MOUNT VERNON
OH0430600,MENTOR
OH0431800,MADISON TOWNSHIP
OH0432100,LAKELAND COMMUNITY COLLE
OH0440000,LAWRENCE
OH0450000,LICKING
OH0450700,HEATH
OH0460000,LOGAN
OH0460100,BELLEFONTAINE
OH0470000,LORAIN
OH0470500,LORAIN
OH0480000,LUCAS
OH0480100,MAUMEE
OH0480200,OREGON
OH0480300,OTTAWA HILLS
OH0480700,TOLEDO
OH0481000,HOLLAND
OH0481300,UNIVERSITY OF TOLEDO
OH0490000,MADISON
OH0490100,LONDON
OH0500000,MAHONING
OH0500100,AUSTINTOWN
OH0500200,BOARDMAN
OH0500400,CANFIELD
OH0500900,YOUNGSTOWN
OH0501300,BEAVER TOWNSHIP
OH0502000,MILTON TOWNSHIP
OH0510000,MARION
OH0510100,MARION
OH0520200,MEDINA
OH0520300,WADSWORTH
OH0521300,MONTVILLE TOWNSHIP
OH0521400,MEDINA TOWNSHIP
OH0521500,BRUNSWICK HILLS TOWNSHIP
OH0530200,POMEROY
OH0540100,CELINA
OH0540400,COLDWATER
OH0550000,MIAMI
OH0550200,PIQUA
OH0550300,TIPP CITY
OH0560000,MONROE
OH0570000,MONTGOMERY
OH0570100,CENTERVILLE
OH0570200,DAYTON
OH0570500,KETTERING
OH0570700,MIAMI TOWNSHIP
OH0570800,MIAMISBURG
OH0570900,MORAINE
OH0571200,TROTWOOD
OH0571300,VANDALIA
OH0571400,HUBER HEIGHTS
OH0571500,WEST CARROLLTON
OH0571800,ENGLEWOOD
OH0572200,RIVERSIDE
OH0572400,BUTLER TOWNSHIP
OH0580000,MORGAN
OH0590000,MORROW
OH0590200,CARDINGTON
OH0600000,MUSKINGUM
OH0600100,ZANESVILLE
OH0620200,PORT CLINTON
OH0621400,CARROLL TOWNSHIP
OH0630000,PAULDING
OH0640000,PERRY
OH0641100,SOMERSET
OH0650000,PICKAWAY
OH0650100,CIRCLEVILLE
OH0650300,COMMERCIAL POINT
OH0670000,PORTAGE
OH0671200,STREETSBORO
OH0680000,PREBLE
OH0680100,EATON
OH0690000,PUTNAM
OH0690400,COLUMBUS GROVE
OH0691100,LEIPSIC
OH0700000,RICHLAND
OH0700100,MANSFIELD
OH0710000,ROSS
OH0710100,CHILLICOTHE
OH0720300,FREMONT
OH0730000,SCIOTO
OH0730200,PORTSMOUTH
OH0740000,SENECA
OH0740100,FOSTORIA
OH0750000,SHELBY
OH0750100,SIDNEY
OH0760000,STARK
OH0760100,ALLIANCE
OH0760300,CANAL FULTON
OH0760400,CANTON
OH0760700,LOUISVILLE
OH0760800,MASSILLON
OH0761100,NORTH CANTON
OH0762300,PERRY TOWNSHIP
OH0762400,JACKSON TOWNSHIP
OH0770000,SUMMIT
OH0770100,AKRON
OH0770200,BARBERTON
OH0770500,HUDSON
OH0771000,NORTON
OH0771200,STOW
OH0772000,BATH TOWNSHIP
OH0780100,GIRARD
OH0780200,HUBBARD
OH0780300,LIBERTY TOWNSHIP
OH0780500,NEWTON FALLS
OH0780600,NILES
OH0780700,WARREN
OH0780800,CORTLAND
OH0781200,HOWLAND TOWNSHIP
OH0781300,BROOKFIELD TOWNSHIP
OH0782100,WARREN TOWNSHIP
OH0782300,WEATHERSFIELD
OH0782800,VIENNA TOWNSHIP
OH0790300,NEWCOMERSTOWN
OH0800100,MARYSVILLE
OH0810100,VAN WERT
OH0820100,MCARTHUR
OH0830000,WARREN
OH0830100,FRANKLIN
OH0830400,MASON
OH0831000,HAMILTON TOWNSHIP
OH0831400,SPRINGBORO
OH0831600,CLEARCREEK TOWNSHIP
OH0840000,WASHINGTON
OH0840200,MARIETTA
OH0850300,WOOSTER
OH0860200,MONTPELIER
OH0870100,BOWLING GREEN
OH0871200,HASKINS
OH0871800,NORTHWOOD
OH0872300,WALBRIDGE
OH0872700,BOWLING GREEN STATE UNIV
OHCIP0000,CINCINNATI
OHCLP0000,CLEVELAND
OHCOP0000,COLUMBUS
OHOHP0000,OHIO STATE HGHWAY PATROL
OK0010100,STILWELL
OK0030100,ATOKA
OK0050100,ELK CITY
OK0050300,SAYRE
OK0080400,APACHE
OK0081500,HINTON
OK0090200,YUKON
OK0100000,CARTER
OK0140100,MOORE
OK0140200,NORMAN
OK0140300,LEXINGTON
OK0160100,LAWTON
OK0180000,CRAIG
OK0190100,BRISTOW
OK0190300,SAPULPA
OK0210000,DELAWARE
OK0230000,ELLIS
OK0240000,GARFIELD
OK0240100,ENID
OK0250200,PAULS VALLEY
OK0260100,CHICKASHA
OK0280100,MANGUM
OK0310100,STIGLER
OK0320000,HUGHES
OK0360100,BLACKWELL
OK0380000,KIOWA
OK0380100,HOBART
OK0390000,LATIMER
OK0401100,HEAVENER
OK0410000,LINCOLN
OK0410300,STROUD
OK0420100,GUTHRIE
OK0440000,MCCLAIN
OK0440200,PURCELL
OK0450100,BROKEN BOW
OK0451600,VALLIANT
OK0460200,EUFAULA
OK0480000,MARSHALL
OK0510100,MUSKOGEE
OK0510700,FORT GIBSON
OK0550100,BETHANY
OK0550300,EDMOND
OK0550600,OKLAHOMA CITY
OK0550700,THE VILLAGE
OK0550800,WARR ACRES
OK0551000,CHOCTAW
OK0551300,LUTHER
OK0551500,SPENCER
OK0551700,UNIV OF CENTRAL OKLAHOMA
OK0552200,PUTNAM CITY CAMPUS
OK0560200,OKMULGEE
OK0570300,HOMINY
OK0580200,MIAMI
OK0600000,PAYNE
OK0600600,PERKINS
OK0610100,HARTSHORNE
OK0610200,MCALESTER
OK0620100,ADA
OK0630000,POTTAWATOMIE
OK0660300,CATOOSA
OK0661500,VERDIGRIS
OK0680100,SALLISAW
OK0700100,GUYMON
OK0710000,TILLMAN
OK0720000,TULSA
OK0720500,TULSA
OK0720600,BIXBY
OK0720800,JENKS
OK0721200,TULSA COMMUNITY COLLEGE
OK0730000,WAGONER
OK0730300,COWETA
OK0740200,DEWEY
OK0770000,WOODWARD
OK0770100,WOODWARD
OK0770500,MOORELAND
OR0020000,BENTON
OR0020100,CORVALLIS
OR002SP00,SP: BENTON COUNTY
OR0030000,CLACKAMAS
OR0030400,LAKE OSWEGO
OR0040300,SEASIDE
OR0060200,COOS BAY
OR0090000,DESCHUTES
OR0090100,BEND
OR0090200,REDMOND
OR0090500,SUNRIVER
OR0100000,DOUGLAS
OR0100300,REEDSPORT
OR0100500,ROSEBURG
OR0100600,SUTHERLIN
OR0140000,HOOD RIVER
OR0140200,HOOD RIVER
OR0150000,JACKSON
OR0150100,ASHLAND
OR0150200,CENTRAL POINT
OR0150400,MEDFORD
OR0160200,MADRAS
OR0170100,GRANTS PASS
OR0200000,LANE
OR0200200,EUGENE
OR0200600,SPRINGFIELD
OR0210000,LINCOLN
OR0210100,LINCOLN CITY
OR0210200,NEWPORT
OR0210300,TOLEDO
OR0220100,ALBANY
OR0220300,LEBANON
OR0240200,SALEM
OR0240400,STAYTON
OR0240500,WOODBURN
OR0241700,KEIZER
OR024SP00,SP: MARION COUNTY
OR0250400,BOARDMAN
OR0260200,PORTLAND
OR0270200,INDEPENDENCE
OR0290000,TILLAMOOK
OR0290400,TILLAMOOK
OR029SP00,SP: TILLAMOOK COUNTY
OR0300000,UMATILLA
OR0300300,PENDLETON
OR0310000,UNION
OR0310100,LA GRANDE
OR0330000,WASCO
OR0340100,BEAVERTON
OR0340400,TIGARD
OR0360000,YAMHILL
OR0360100,MCMINNVILLE
OR0360200,NEWBERG-DUNDEE
PA001SP00,SP: ADAMS COUNTY
PA0021E00,SOUTH PARK TOWNSHIP
PA0021N00,UNIV OF PITT: PITTSBURGH
PA0021P00,PA ST UNIV: MCKEESPORT
PA0022200,ROSS TOWNSHIP
PA0022D00,ALLEGHENY CNTY PORT AUTH
PA0026400,EAST PITTSBURGH
PA0040900,BRIGHTON TOWNSHIP
PA0041100,ECONOMY
PA0061400,READING
PA0071400,PA ST UNIV: ALTOONA
PA0110400,JOHNSTOWN
PA0111400,PORTAGE
PA0113100,HASTINGS
PA0115900,WEST HILLS REGIONAL
PA0116500,UNIV OF PITT: JOHNSTOWN
PA0130400,LEHIGHTON
PA0140300,STATE COLLEGE
PA0140700,FERGUSON TOWNSHIP
PA0141100,PA ST UNIV: UNIV PARK
PA0153500,NEW GARDEN TOWNSHIP
PA0154600,WEST CHESTER UNIVERSITY
PA015SP00,SP: CHESTER COUNTY
PA0181200,LOCK HAVEN UNIVERSITY
PA0210200,CARLISLE
PA0210800,NEW CUMBERLAND
PA0211600,SHIPPENSBURG UNIVERSITY
PA0220200,HARRISBURG
PA0220400,LOWER PAXTON TOWNSHIP
PA0220600,PAXTANG
PA022SP00,SP: ELIZABETHVILLE
PA0234400,DELAWARE COUNTY PARK
PA0240300,ST. MARYS CITY
PA024SP00,SP: ELK COUNTY
PA0250100,CORRY
PA025SP00,SP: ERIE COUNTY
PA0280400,MERCERSBURG
PA0280600,WASHINGTON TOWNSHIP
PA029SP00,SP: FULTON COUNTY
PA031SP00,SP: HUNTINGDON COUNTY
PA034SP00,SP: JUNIATA COUNTY
PA0350300,OLD FORGE
PA0350400,SCRANTON
PA0351300,THROOP
PA0360100,COLUMBIA
PA0360500,LANCASTER
PA0362300,EAST HEMPFIELD TOWNSHIP
PA0365000,ELIZABETHTOWN COLLEGE
PA037SP00,SP: LAWRENCE COUNTY
PA0390100,ALLENTOWN
PA039SP00,SP: LEHIGH COUNTY
PA0400700,HAZLETON
PA0401600,AVOCA
PA0430100,SW MERCER CNTY REGIONAL
PA045SP00,SP: MONROE COUNTY
PA0460100,ABINGTON TOWNSHIP
PA0460200,AMBLER
PA0461000,HORSHAM TOWNSHIP
PA046SP00,SP: SKIPPACK
PA0482200,ROSETO
PA0483500,LEHIGH UNIVERSITY
PA0483600,MORAVIAN COLLEGE
PA050SP00,SP: PERRY COUNTY
PA053SP00,SP: POTTER COUNTY
PA0541000,SHENANDOAH
PA0542400,PINE GROVE
PA063SP00,SP: WASHINGTON COUNTY
PA064SP00,SP: WAYNE COUNTY
PA0660400,TUNKHANNOCK
PA0673200,YORK AREA REGIONAL
PAPEP0000,PHILADELPHIA
PAPPD0000,PITTSBURGH
RI0010100,BARRINGTON
RI0020100,COVENTRY
RI0020300,WARWICK
RI0020400,WEST WARWICK
RI0030300,NEWPORT
RI0040400,EAST PROVIDENCE
RI0040500,JOHNSTON
RI0040800,PAWTUCKET
RI0040900,PROVIDENCE
RI0041200,WOONSOCKET
RI0041600,BURRILLVILLE
RI0042300,BROWN UNIVERSITY
RI0050300,SOUTH KINGSTOWN
RI0050500,RICHMOND
RI0050600,HOPKINTON
RI0050700,CHARLESTOWN
RI0051000,UNIVERSITY OF RHODE ISLA
SC0010000,ABBEVILLE
SC0010100,ABBEVILLE
SC0020100,AIKEN
SC0020400,BURNETTOWN
SC0021000,"US DOE, SAVANNAH RIVER P"
SC0030100,ALLENDALE
SC0040000,ANDERSON
SC0040100,ANDERSON
SC0040200,BELTON
SC0040300,HONEA PATH
SC0040500,WILLIAMSTON
SC004SP00,HP: ANDERSON COUNTY
SC0060200,WILLISTON
SC0070100,BEAUFORT
SC0070200,BLUFFTON
SC0070300,PORT ROYAL
SC0080000,BERKELEY
SC0080100,MONCKS CORNER
SC0080300,GOOSE CREEK
SC0080600,HANAHAN
SC0100000,CHARLESTON
SC0100100,CHARLESTON
SC0100300,MOUNT PLEASANT
SC0100400,FOLLY BEACH
SC0100500,ISLE OF PALMS
SC0100800,NORTH CHARLESTON
SC0101100,THE CITADEL
SC0101200,TRIDENT TECHNICAL COLLEG
SC0101700,COLLEGE OF CHARLESTON
SC0110000,CHEROKEE
SC0110100,BLACKSBURG
SC0120000,CHESTER
SC0120100,CHESTER
SC0130000,CHESTERFIELD
SC0130100,CHERAW
SC0130500,PAGELAND
SC0140000,CLARENDON
SC0150000,COLLETON
SC0150100,WALTERBORO
SC0160100,DARLINGTON
SC0160200,HARTSVILLE
SC0160300,LAMAR
SC0170000,DILLON
SC0170300,LATTA
SC0180100,ST. GEORGE
SC0180200,SUMMERVILLE
SC0200000,FAIRFIELD
SC0200100,WINNSBORO
SC0210100,FLORENCE
SC0220000,GEORGETOWN
SC0220100,ANDREWS
SC0220200,GEORGETOWN
SC0230000,GREENVILLE
SC0230200,GREENVILLE
SC0230400,MAULDIN
SC0230500,SIMPSONVILLE
SC0240000,GREENWOOD
SC0240200,WARE SHOALS
SC0240400,NINETY SIX
SC024SP00,HP: GREENWOOD COUNTY
SC0250000,HAMPTON
SC0250300,HAMPTON
SC0260100,ATLANTIC BEACH
SC0260200,CONWAY
SC0260400,HORRY COUNTY POLICE DEPT
SC0260600,MYRTLE BEACH
SC0260700,NORTH MYRTLE BEACH
SC0260800,SURFSIDE BEACH
SC0261100,BRIARCLIFFE ACRES
SC0270100,HARDEEVILLE
SC0280100,CAMDEN
SC0280400,ELGIN
SC0290000,LANCASTER
SC0300000,LAURENS
SC0300100,LAURENS
SC0300200,CLINTON
SC0310000,LEE
SC0320000,LEXINGTON
SC0320100,BATESBURG-LEESVILLE
SC0320200,CAYCE
SC0320400,LEXINGTON
